germplasmName,studyName,value
ARAPAHOE,SDK-WHEAT-2007-PLATTE,3262.2759306996727
EXPEDITION,SDK-WHEAT-2007-PLATTE,3628.0096901560623
JAGALENE,SDK-WHEAT-2007-PLATTE,3507.642684617566
OVERLAND,SDK-WHEAT-2007-PLATTE,4156.710578292147
ALICE,SDK-WHEAT-2016-BROOKINGS-FUNG,3779.266487286986
EXPEDITION,SDK-WHEAT-2016-BROOKINGS-FUNG,3628.0096901560623
IDEAL,SDK-WHEAT-2016-BROOKINGS-FUNG,4240.32115609428
OVERLAND,SDK-WHEAT-2016-BROOKINGS-FUNG,4156.710578292147
ARAPAHOE,UMN-WHEAT-2015-STPAUL,3262.2759306996727
EXPEDITION,UMN-WHEAT-2015-STPAUL,3628.0096901560623
NE10589,UMN-WHEAT-2015-STPAUL,3907.834847137083
OVERLAND,UMN-WHEAT-2015-STPAUL,4156.710578292147
ALICE,SDK-WHEAT-2008-SOUTH_SHORE,3779.266487286986
ARAPAHOE,SDK-WHEAT-2008-SOUTH_SHORE,3262.2759306996727
EXPEDITION,SDK-WHEAT-2008-SOUTH_SHORE,3628.0096901560623
JAGALENE,SDK-WHEAT-2008-SOUTH_SHORE,3507.642684617566
OVERLAND,SDK-WHEAT-2008-SOUTH_SHORE,4156.710578292147
ALICE,SDK-WHEAT-2016-BERESFORD,3779.266487286986
EXPEDITION,SDK-WHEAT-2016-BERESFORD,3628.0096901560623
IDEAL,SDK-WHEAT-2016-BERESFORD,4240.32115609428
OVERLAND,SDK-WHEAT-2016-BERESFORD,4156.710578292147
IDEAL,NDK-WHEAT-2017-LANGDON,4240.32115609428
OVERLAND,NDK-WHEAT-2017-LANGDON,4156.710578292147
ALICE,SDK-WHEAT-2014-WINNER,3779.266487286986
ARAPAHOE,SDK-WHEAT-2014-WINNER,3262.2759306996727
EXPEDITION,SDK-WHEAT-2014-WINNER,3628.0096901560623
IDEAL,SDK-WHEAT-2014-WINNER,4240.32115609428
JAGALENE,SDK-WHEAT-2014-WINNER,3507.642684617566
OVERLAND,SDK-WHEAT-2014-WINNER,4156.710578292147
ROBIDOUX,SDK-WHEAT-2014-WINNER,3469.8855299439097
ALICE,SDK-WHEAT-2007-HAYES,3779.266487286986
ARAPAHOE,SDK-WHEAT-2007-HAYES,3262.2759306996727
EXPEDITION,SDK-WHEAT-2007-HAYES,3628.0096901560623
JAGALENE,SDK-WHEAT-2007-HAYES,3507.642684617566
OVERLAND,SDK-WHEAT-2007-HAYES,4156.710578292147
ALICE,NDK-WHEAT-2008-MANDAN,3779.266487286986
EXPEDITION,NDK-WHEAT-2008-MANDAN,3628.0096901560623
JAGALENE,NDK-WHEAT-2008-MANDAN,3507.642684617566
OVERLAND,NDK-WHEAT-2008-MANDAN,4156.710578292147
IDEAL,NDK-WHEAT-2015-CARRINGTON,4240.32115609428
OVERLAND,NDK-WHEAT-2015-CARRINGTON,4156.710578292147
ALICE,SDK-WHEAT-2018-STURGIS,3779.266487286986
EXPEDITION,SDK-WHEAT-2018-STURGIS,3628.0096901560623
IDEAL,SDK-WHEAT-2018-STURGIS,4240.32115609428
OVERLAND,SDK-WHEAT-2018-STURGIS,4156.710578292147
ALICE,SDK-WHEAT-2008-BROOKINGS-IMS,3779.266487286986
ARAPAHOE,SDK-WHEAT-2008-BROOKINGS-IMS,3262.2759306996727
EXPEDITION,SDK-WHEAT-2008-BROOKINGS-IMS,3628.0096901560623
JAGALENE,SDK-WHEAT-2008-BROOKINGS-IMS,3507.642684617566
OVERLAND,SDK-WHEAT-2008-BROOKINGS-IMS,4156.710578292147
EXPEDITION,NDK-WHEAT-2013-LANGDON,3628.0096901560623
IDEAL,NDK-WHEAT-2013-LANGDON,4240.32115609428
OVERLAND,NDK-WHEAT-2013-LANGDON,4156.710578292147
ROBIDOUX,NDK-WHEAT-2013-LANGDON,3469.8855299439097
ALICE,SDK-WHEAT-2016-BROOKINGS,3779.266487286986
EXPEDITION,SDK-WHEAT-2016-BROOKINGS,3628.0096901560623
IDEAL,SDK-WHEAT-2016-BROOKINGS,4240.32115609428
OVERLAND,SDK-WHEAT-2016-BROOKINGS,4156.710578292147
IDEAL,NDK-WHEAT-2014-MINOT,4240.32115609428
OVERLAND,NDK-WHEAT-2014-MINOT,4156.710578292147
ROBIDOUX,NDK-WHEAT-2014-MINOT,3469.8855299439097
ALICE,HWWpanel_2013_FortCollins_Irr,3779.266487286986
ALLIANCE,HWWpanel_2013_FortCollins_Irr,3131.066659712802
ANTELOPE,HWWpanel_2013_FortCollins_Irr,3756.913610255811
ARAPAHOE,HWWpanel_2013_FortCollins_Irr,3262.2759306996727
BOND_CL,HWWpanel_2013_FortCollins_Irr,3042.276673196602
CENTURA,HWWpanel_2013_FortCollins_Irr,2634.934512969329
CO04W320,HWWpanel_2013_FortCollins_Irr,2853.240842310238
COLT,HWWpanel_2013_FortCollins_Irr,2928.107063295847
CULVER,HWWpanel_2013_FortCollins_Irr,3004.288034742057
EXPEDITION,HWWpanel_2013_FortCollins_Irr,3628.0096901560623
GOODSTREAK,HWWpanel_2013_FortCollins_Irr,3253.3310085052453
HARRY,HWWpanel_2013_FortCollins_Irr,4002.412256657594
JAGALENE,HWWpanel_2013_FortCollins_Irr,3507.642684617566
JUDEE,HWWpanel_2013_FortCollins_Irr,3822.839950994841
LOCKETT,HWWpanel_2013_FortCollins_Irr,2614.097306367057
NI06736,HWWpanel_2013_FortCollins_Irr,2857.9130498329655
NUHORIZON,HWWpanel_2013_FortCollins_Irr,3859.930337569972
OK04505,HWWpanel_2013_FortCollins_Irr,3651.0919087652037
OK05122,HWWpanel_2013_FortCollins_Irr,3037.434833490292
OK05511,HWWpanel_2013_FortCollins_Irr,3518.8139270503825
OK05711W,HWWpanel_2013_FortCollins_Irr,2738.8170853640786
OK05723W,HWWpanel_2013_FortCollins_Irr,2728.0589235458474
OK06114,HWWpanel_2013_FortCollins_Irr,2885.409695423875
OVERLAND,HWWpanel_2013_FortCollins_Irr,4156.710578292147
ROBIDOUX,HWWpanel_2013_FortCollins_Irr,3469.8855299439097
SANDY,HWWpanel_2013_FortCollins_Irr,3029.9394426014032
SPARTAN,HWWpanel_2013_FortCollins_Irr,2882.917877446602
TAM302,HWWpanel_2013_FortCollins_Irr,2835.1371935829657
TAM304,HWWpanel_2013_FortCollins_Irr,3497.695388400338
TAM401,HWWpanel_2013_FortCollins_Irr,3452.5695283959703
THUNDERBOLT,HWWpanel_2013_FortCollins_Irr,2888.2758341284207
TX01V5134RC-3,HWWpanel_2013_FortCollins_Irr,3630.8349740033022
TX02A0252,HWWpanel_2013_FortCollins_Irr,3594.8093915077125
TX04A001246,HWWpanel_2013_FortCollins_Irr,3414.7907977492514
TX04M410211,HWWpanel_2013_FortCollins_Irr,3553.856868341203
TX06A001386,HWWpanel_2013_FortCollins_Irr,3388.386127585118
TX06V7266,HWWpanel_2013_FortCollins_Irr,3079.56007010153
TX07A001420,HWWpanel_2013_FortCollins_Irr,2848.376100082966
TX99U8618,HWWpanel_2013_FortCollins_Irr,2611.277047901148
VISTA,HWWpanel_2013_FortCollins_Irr,2790.2438863012026
W04-417,HWWpanel_2013_FortCollins_Irr,3256.572263377277
IDEAL,NDK-WHEAT-2014-CARRINGTON,4240.32115609428
OVERLAND,NDK-WHEAT-2014-CARRINGTON,4156.710578292147
ROBIDOUX,NDK-WHEAT-2014-CARRINGTON,3469.8855299439097
ALICE,SDK-WHEAT-2010-ONIDA,3779.266487286986
ARAPAHOE,SDK-WHEAT-2010-ONIDA,3262.2759306996727
EXPEDITION,SDK-WHEAT-2010-ONIDA,3628.0096901560623
JAGALENE,SDK-WHEAT-2010-ONIDA,3507.642684617566
OVERLAND,SDK-WHEAT-2010-ONIDA,4156.710578292147
ALICE,SDK-WHEAT-2017-BERESFORD,3779.266487286986
EXPEDITION,SDK-WHEAT-2017-BERESFORD,3628.0096901560623
IDEAL,SDK-WHEAT-2017-BERESFORD,4240.32115609428
OVERLAND,SDK-WHEAT-2017-BERESFORD,4156.710578292147
IDEAL,NDK-WHEAT-2018-MINOT,4240.32115609428
OVERLAND,NDK-WHEAT-2018-MINOT,4156.710578292147
ARAPAHOE,UMN-WHEAT-2016-STPAUL,3262.2759306996727
EXPEDITION,UMN-WHEAT-2016-STPAUL,3628.0096901560623
NE10589,UMN-WHEAT-2016-STPAUL,3907.834847137083
OVERLAND,UMN-WHEAT-2016-STPAUL,4156.710578292147
ALICE,SDK-WHEAT-2018-FAITH,3779.266487286986
EXPEDITION,SDK-WHEAT-2018-FAITH,3628.0096901560623
IDEAL,SDK-WHEAT-2018-FAITH,4240.32115609428
OVERLAND,SDK-WHEAT-2018-FAITH,4156.710578292147
IDEAL,NDK-WHEAT-2016-HETTINGER,4240.32115609428
OVERLAND,NDK-WHEAT-2016-HETTINGER,4156.710578292147
ALICE,SDK-WHEAT-2016-BISON,3779.266487286986
EXPEDITION,SDK-WHEAT-2016-BISON,3628.0096901560623
IDEAL,SDK-WHEAT-2016-BISON,4240.32115609428
OVERLAND,SDK-WHEAT-2016-BISON,4156.710578292147
ALICE,SDK-WHEAT-2007-ONIDA,3779.266487286986
ARAPAHOE,SDK-WHEAT-2007-ONIDA,3262.2759306996727
EXPEDITION,SDK-WHEAT-2007-ONIDA,3628.0096901560623
JAGALENE,SDK-WHEAT-2007-ONIDA,3507.642684617566
OVERLAND,SDK-WHEAT-2007-ONIDA,4156.710578292147
ALICE,SDK-WHEAT-2018-PIERRE,3779.266487286986
EXPEDITION,SDK-WHEAT-2018-PIERRE,3628.0096901560623
IDEAL,SDK-WHEAT-2018-PIERRE,4240.32115609428
OVERLAND,SDK-WHEAT-2018-PIERRE,4156.710578292147
IDEAL,NDK-WHEAT-2015-FORMAN,4240.32115609428
OVERLAND,NDK-WHEAT-2015-FORMAN,4156.710578292147
ALICE,NDK-WHEAT-2009-MANDAN,3779.266487286986
EXPEDITION,NDK-WHEAT-2009-MANDAN,3628.0096901560623
JAGALENE,NDK-WHEAT-2009-MANDAN,3507.642684617566
OVERLAND,NDK-WHEAT-2009-MANDAN,4156.710578292147
ALICE,SDK-WHEAT-2008-KENNEBEC,3779.266487286986
ARAPAHOE,SDK-WHEAT-2008-KENNEBEC,3262.2759306996727
EXPEDITION,SDK-WHEAT-2008-KENNEBEC,3628.0096901560623
JAGALENE,SDK-WHEAT-2008-KENNEBEC,3507.642684617566
OVERLAND,SDK-WHEAT-2008-KENNEBEC,4156.710578292147
IDEAL,NDK-WHEAT-2018-PROSPER,4240.32115609428
OVERLAND,NDK-WHEAT-2018-PROSPER,4156.710578292147
ALICE,NDK-WHEAT-2007-LANGDON,3779.266487286986
EXPEDITION,NDK-WHEAT-2007-LANGDON,3628.0096901560623
GOODSTREAK,NDK-WHEAT-2007-LANGDON,3253.3310085052453
JAGALENE,NDK-WHEAT-2007-LANGDON,3507.642684617566
IDEAL,NDK-WHEAT-2014-PROSPER,4240.32115609428
OVERLAND,NDK-WHEAT-2014-PROSPER,4156.710578292147
ROBIDOUX,NDK-WHEAT-2014-PROSPER,3469.8855299439097
IDEAL,NDK-WHEAT-2017-CARRINGTON,4240.32115609428
OVERLAND,NDK-WHEAT-2017-CARRINGTON,4156.710578292147
ALICE,SDK-WHEAT-2015-STURGIS,3779.266487286986
EXPEDITION,SDK-WHEAT-2015-STURGIS,3628.0096901560623
IDEAL,SDK-WHEAT-2015-STURGIS,4240.32115609428
NE10589,SDK-WHEAT-2015-STURGIS,3907.834847137083
OVERLAND,SDK-WHEAT-2015-STURGIS,4156.710578292147
ALICE,SDK-WHEAT-2010-BROOKINGS-IMS,3779.266487286986
ARAPAHOE,SDK-WHEAT-2010-BROOKINGS-IMS,3262.2759306996727
EXPEDITION,SDK-WHEAT-2010-BROOKINGS-IMS,3628.0096901560623
JAGALENE,SDK-WHEAT-2010-BROOKINGS-IMS,3507.642684617566
OVERLAND,SDK-WHEAT-2010-BROOKINGS-IMS,4156.710578292147
IDEAL,NDK-WHEAT-2016-PROSPER,4240.32115609428
OVERLAND,NDK-WHEAT-2016-PROSPER,4156.710578292147
ALICE,SDK-WHEAT-2014-ONIDA,3779.266487286986
ARAPAHOE,SDK-WHEAT-2014-ONIDA,3262.2759306996727
EXPEDITION,SDK-WHEAT-2014-ONIDA,3628.0096901560623
IDEAL,SDK-WHEAT-2014-ONIDA,4240.32115609428
JAGALENE,SDK-WHEAT-2014-ONIDA,3507.642684617566
OVERLAND,SDK-WHEAT-2014-ONIDA,4156.710578292147
ROBIDOUX,SDK-WHEAT-2014-ONIDA,3469.8855299439097
ALICE,SDK-WHEAT-2017-BROOKINGS-FUNG,3779.266487286986
EXPEDITION,SDK-WHEAT-2017-BROOKINGS-FUNG,3628.0096901560623
IDEAL,SDK-WHEAT-2017-BROOKINGS-FUNG,4240.32115609428
OVERLAND,SDK-WHEAT-2017-BROOKINGS-FUNG,4156.710578292147
ARAPAHOE,UMN-WHEAT-2015-LECENTER,3262.2759306996727
EXPEDITION,UMN-WHEAT-2015-LECENTER,3628.0096901560623
NE10589,UMN-WHEAT-2015-LECENTER,3907.834847137083
OVERLAND,UMN-WHEAT-2015-LECENTER,4156.710578292147
ARAPAHOE,UMN-WHEAT-2013-CROOKSTON,3262.2759306996727
EXPEDITION,UMN-WHEAT-2013-CROOKSTON,3628.0096901560623
IDEAL,UMN-WHEAT-2013-CROOKSTON,4240.32115609428
OVERLAND,UMN-WHEAT-2013-CROOKSTON,4156.710578292147
ALICE,HWWpanel_2012_Greeley_Irr,3779.266487286986
ALLIANCE,HWWpanel_2012_Greeley_Irr,3131.066659712802
ANTELOPE,HWWpanel_2012_Greeley_Irr,3756.913610255811
ARAPAHOE,HWWpanel_2012_Greeley_Irr,3262.2759306996727
BOND_CL,HWWpanel_2012_Greeley_Irr,3042.276673196602
CENTURA,HWWpanel_2012_Greeley_Irr,2634.934512969329
CO04W320,HWWpanel_2012_Greeley_Irr,2853.240842310238
COLT,HWWpanel_2012_Greeley_Irr,2928.107063295847
CULVER,HWWpanel_2012_Greeley_Irr,3004.288034742057
EXPEDITION,HWWpanel_2012_Greeley_Irr,3628.0096901560623
GOODSTREAK,HWWpanel_2012_Greeley_Irr,3253.3310085052453
HARRY,HWWpanel_2012_Greeley_Irr,4002.412256657594
JAGALENE,HWWpanel_2012_Greeley_Irr,3507.642684617566
JUDEE,HWWpanel_2012_Greeley_Irr,3822.839950994841
LOCKETT,HWWpanel_2012_Greeley_Irr,2614.097306367057
NI06736,HWWpanel_2012_Greeley_Irr,2857.9130498329655
NUHORIZON,HWWpanel_2012_Greeley_Irr,3859.930337569972
OK04505,HWWpanel_2012_Greeley_Irr,3651.0919087652037
OK05122,HWWpanel_2012_Greeley_Irr,3037.434833490292
OK05511,HWWpanel_2012_Greeley_Irr,3518.8139270503825
OK05711W,HWWpanel_2012_Greeley_Irr,2738.8170853640786
OK05723W,HWWpanel_2012_Greeley_Irr,2728.0589235458474
OK06114,HWWpanel_2012_Greeley_Irr,2885.409695423875
OVERLAND,HWWpanel_2012_Greeley_Irr,4156.710578292147
ROBIDOUX,HWWpanel_2012_Greeley_Irr,3469.8855299439097
SANDY,HWWpanel_2012_Greeley_Irr,3029.9394426014032
SPARTAN,HWWpanel_2012_Greeley_Irr,2882.917877446602
TAM302,HWWpanel_2012_Greeley_Irr,2835.1371935829657
TAM304,HWWpanel_2012_Greeley_Irr,3497.695388400338
TAM401,HWWpanel_2012_Greeley_Irr,3452.5695283959703
THUNDERBOLT,HWWpanel_2012_Greeley_Irr,2888.2758341284207
TX01V5134RC-3,HWWpanel_2012_Greeley_Irr,3630.8349740033022
TX02A0252,HWWpanel_2012_Greeley_Irr,3594.8093915077125
TX04A001246,HWWpanel_2012_Greeley_Irr,3414.7907977492514
TX04M410211,HWWpanel_2012_Greeley_Irr,3553.856868341203
TX06A001386,HWWpanel_2012_Greeley_Irr,3388.386127585118
TX06V7266,HWWpanel_2012_Greeley_Irr,3079.56007010153
TX07A001420,HWWpanel_2012_Greeley_Irr,2848.376100082966
TX99U8618,HWWpanel_2012_Greeley_Irr,2611.277047901148
VISTA,HWWpanel_2012_Greeley_Irr,2790.2438863012026
W04-417,HWWpanel_2012_Greeley_Irr,3256.572263377277
ALICE,SDK-WHEAT-2016-ONIDA,3779.266487286986
EXPEDITION,SDK-WHEAT-2016-ONIDA,3628.0096901560623
IDEAL,SDK-WHEAT-2016-ONIDA,4240.32115609428
OVERLAND,SDK-WHEAT-2016-ONIDA,4156.710578292147
ALICE,HWWpanel_2012_Bushland,3779.266487286986
ALLIANCE,HWWpanel_2012_Bushland,3131.066659712802
ANTELOPE,HWWpanel_2012_Bushland,3756.913610255811
ARAPAHOE,HWWpanel_2012_Bushland,3262.2759306996727
BOND_CL,HWWpanel_2012_Bushland,3042.276673196602
CENTURA,HWWpanel_2012_Bushland,2634.934512969329
CO04W320,HWWpanel_2012_Bushland,2853.240842310238
COLT,HWWpanel_2012_Bushland,2928.107063295847
CULVER,HWWpanel_2012_Bushland,3004.288034742057
EXPEDITION,HWWpanel_2012_Bushland,3628.0096901560623
GOODSTREAK,HWWpanel_2012_Bushland,3253.3310085052453
HARRY,HWWpanel_2012_Bushland,4002.412256657594
JAGALENE,HWWpanel_2012_Bushland,3507.642684617566
JUDEE,HWWpanel_2012_Bushland,3822.839950994841
LOCKETT,HWWpanel_2012_Bushland,2614.097306367057
NI06736,HWWpanel_2012_Bushland,2857.9130498329655
NUHORIZON,HWWpanel_2012_Bushland,3859.930337569972
OK04505,HWWpanel_2012_Bushland,3651.0919087652037
OK05122,HWWpanel_2012_Bushland,3037.434833490292
OK05511,HWWpanel_2012_Bushland,3518.8139270503825
OK05711W,HWWpanel_2012_Bushland,2738.8170853640786
OK05723W,HWWpanel_2012_Bushland,2728.0589235458474
OK06114,HWWpanel_2012_Bushland,2885.409695423875
OVERLAND,HWWpanel_2012_Bushland,4156.710578292147
ROBIDOUX,HWWpanel_2012_Bushland,3469.8855299439097
SANDY,HWWpanel_2012_Bushland,3029.9394426014032
SPARTAN,HWWpanel_2012_Bushland,2882.917877446602
TAM302,HWWpanel_2012_Bushland,2835.1371935829657
TAM304,HWWpanel_2012_Bushland,3497.695388400338
TAM401,HWWpanel_2012_Bushland,3452.5695283959703
THUNDERBOLT,HWWpanel_2012_Bushland,2888.2758341284207
TX01V5134RC-3,HWWpanel_2012_Bushland,3630.8349740033022
TX02A0252,HWWpanel_2012_Bushland,3594.8093915077125
TX04A001246,HWWpanel_2012_Bushland,3414.7907977492514
TX04M410211,HWWpanel_2012_Bushland,3553.856868341203
TX06A001386,HWWpanel_2012_Bushland,3388.386127585118
TX06V7266,HWWpanel_2012_Bushland,3079.56007010153
TX07A001420,HWWpanel_2012_Bushland,2848.376100082966
TX99U8618,HWWpanel_2012_Bushland,2611.277047901148
VISTA,HWWpanel_2012_Bushland,2790.2438863012026
W04-417,HWWpanel_2012_Bushland,3256.572263377277
ALICE,HWWpanel_2012_Manhattan_Irr,3779.266487286986
ALLIANCE,HWWpanel_2012_Manhattan_Irr,3131.066659712802
ANTELOPE,HWWpanel_2012_Manhattan_Irr,3756.913610255811
ARAPAHOE,HWWpanel_2012_Manhattan_Irr,3262.2759306996727
BOND_CL,HWWpanel_2012_Manhattan_Irr,3042.276673196602
CENTURA,HWWpanel_2012_Manhattan_Irr,2634.934512969329
CO04W320,HWWpanel_2012_Manhattan_Irr,2853.240842310238
COLT,HWWpanel_2012_Manhattan_Irr,2928.107063295847
CULVER,HWWpanel_2012_Manhattan_Irr,3004.288034742057
EXPEDITION,HWWpanel_2012_Manhattan_Irr,3628.0096901560623
GOODSTREAK,HWWpanel_2012_Manhattan_Irr,3253.3310085052453
HARRY,HWWpanel_2012_Manhattan_Irr,4002.412256657594
JAGALENE,HWWpanel_2012_Manhattan_Irr,3507.642684617566
JUDEE,HWWpanel_2012_Manhattan_Irr,3822.839950994841
LOCKETT,HWWpanel_2012_Manhattan_Irr,2614.097306367057
NI06736,HWWpanel_2012_Manhattan_Irr,2857.9130498329655
NUHORIZON,HWWpanel_2012_Manhattan_Irr,3859.930337569972
OK04505,HWWpanel_2012_Manhattan_Irr,3651.0919087652037
OK05122,HWWpanel_2012_Manhattan_Irr,3037.434833490292
OK05511,HWWpanel_2012_Manhattan_Irr,3518.8139270503825
OK05711W,HWWpanel_2012_Manhattan_Irr,2738.8170853640786
OK05723W,HWWpanel_2012_Manhattan_Irr,2728.0589235458474
OK06114,HWWpanel_2012_Manhattan_Irr,2885.409695423875
OVERLAND,HWWpanel_2012_Manhattan_Irr,4156.710578292147
ROBIDOUX,HWWpanel_2012_Manhattan_Irr,3469.8855299439097
SANDY,HWWpanel_2012_Manhattan_Irr,3029.9394426014032
SPARTAN,HWWpanel_2012_Manhattan_Irr,2882.917877446602
TAM302,HWWpanel_2012_Manhattan_Irr,2835.1371935829657
TAM304,HWWpanel_2012_Manhattan_Irr,3497.695388400338
TAM401,HWWpanel_2012_Manhattan_Irr,3452.5695283959703
THUNDERBOLT,HWWpanel_2012_Manhattan_Irr,2888.2758341284207
TX01V5134RC-3,HWWpanel_2012_Manhattan_Irr,3630.8349740033022
TX02A0252,HWWpanel_2012_Manhattan_Irr,3594.8093915077125
TX04A001246,HWWpanel_2012_Manhattan_Irr,3414.7907977492514
TX04M410211,HWWpanel_2012_Manhattan_Irr,3553.856868341203
TX06A001386,HWWpanel_2012_Manhattan_Irr,3388.386127585118
TX06V7266,HWWpanel_2012_Manhattan_Irr,3079.56007010153
TX07A001420,HWWpanel_2012_Manhattan_Irr,2848.376100082966
TX99U8618,HWWpanel_2012_Manhattan_Irr,2611.277047901148
VISTA,HWWpanel_2012_Manhattan_Irr,2790.2438863012026
W04-417,HWWpanel_2012_Manhattan_Irr,3256.572263377277
ALICE,SDK-WHEAT-2009-WINNER-CPT,3779.266487286986
ARAPAHOE,SDK-WHEAT-2009-WINNER-CPT,3262.2759306996727
EXPEDITION,SDK-WHEAT-2009-WINNER-CPT,3628.0096901560623
JAGALENE,SDK-WHEAT-2009-WINNER-CPT,3507.642684617566
OVERLAND,SDK-WHEAT-2009-WINNER-CPT,4156.710578292147
ALICE,SDK-WHEAT-2014-BROOKINGS,3779.266487286986
ARAPAHOE,SDK-WHEAT-2014-BROOKINGS,3262.2759306996727
EXPEDITION,SDK-WHEAT-2014-BROOKINGS,3628.0096901560623
IDEAL,SDK-WHEAT-2014-BROOKINGS,4240.32115609428
JAGALENE,SDK-WHEAT-2014-BROOKINGS,3507.642684617566
OVERLAND,SDK-WHEAT-2014-BROOKINGS,4156.710578292147
ROBIDOUX,SDK-WHEAT-2014-BROOKINGS,3469.8855299439097
ALICE,SDK-WHEAT-2008-WALL,3779.266487286986
ARAPAHOE,SDK-WHEAT-2008-WALL,3262.2759306996727
EXPEDITION,SDK-WHEAT-2008-WALL,3628.0096901560623
JAGALENE,SDK-WHEAT-2008-WALL,3507.642684617566
OVERLAND,SDK-WHEAT-2008-WALL,4156.710578292147
EXPEDITION,NDK-WHEAT-2013-DICKINSON,3628.0096901560623
IDEAL,NDK-WHEAT-2013-DICKINSON,4240.32115609428
OVERLAND,NDK-WHEAT-2013-DICKINSON,4156.710578292147
ROBIDOUX,NDK-WHEAT-2013-DICKINSON,3469.8855299439097
IDEAL,NDK-WHEAT-2016-WISHEK,4240.32115609428
OVERLAND,NDK-WHEAT-2016-WISHEK,4156.710578292147
OVERLAND,UMN-WHEAT-2018-STPAUL,4156.710578292147
WARHORSE,UMN-WHEAT-2018-STPAUL,4174.564410778766
ARAPAHOE,UMN-WHEAT-2016-CROOKSTON,3262.2759306996727
EXPEDITION,UMN-WHEAT-2016-CROOKSTON,3628.0096901560623
NE10589,UMN-WHEAT-2016-CROOKSTON,3907.834847137083
OVERLAND,UMN-WHEAT-2016-CROOKSTON,4156.710578292147
IDEAL,NDK-WHEAT-2017-DICKINSON,4240.32115609428
OVERLAND,NDK-WHEAT-2017-DICKINSON,4156.710578292147
ALICE,NDK-WHEAT-2008-LANGDON,3779.266487286986
EXPEDITION,NDK-WHEAT-2008-LANGDON,3628.0096901560623
JAGALENE,NDK-WHEAT-2008-LANGDON,3507.642684617566
OVERLAND,NDK-WHEAT-2008-LANGDON,4156.710578292147
ALICE,NDK-WHEAT-2006-MINOT,3779.266487286986
EXPEDITION,NDK-WHEAT-2006-MINOT,3628.0096901560623
GOODSTREAK,NDK-WHEAT-2006-MINOT,3253.3310085052453
JAGALENE,NDK-WHEAT-2006-MINOT,3507.642684617566
ALICE,SDK-WHEAT-2018-WALL,3779.266487286986
EXPEDITION,SDK-WHEAT-2018-WALL,3628.0096901560623
IDEAL,SDK-WHEAT-2018-WALL,4240.32115609428
OVERLAND,SDK-WHEAT-2018-WALL,4156.710578292147
ALICE,SDK-WHEAT-2014-BISON,3779.266487286986
ARAPAHOE,SDK-WHEAT-2014-BISON,3262.2759306996727
EXPEDITION,SDK-WHEAT-2014-BISON,3628.0096901560623
IDEAL,SDK-WHEAT-2014-BISON,4240.32115609428
JAGALENE,SDK-WHEAT-2014-BISON,3507.642684617566
OVERLAND,SDK-WHEAT-2014-BISON,4156.710578292147
ROBIDOUX,SDK-WHEAT-2014-BISON,3469.8855299439097
ALICE,SDK-WHEAT-2010-BROOKINGS,3779.266487286986
ARAPAHOE,SDK-WHEAT-2010-BROOKINGS,3262.2759306996727
EXPEDITION,SDK-WHEAT-2010-BROOKINGS,3628.0096901560623
JAGALENE,SDK-WHEAT-2010-BROOKINGS,3507.642684617566
OVERLAND,SDK-WHEAT-2010-BROOKINGS,4156.710578292147
IDEAL,NDK-WHEAT-2012-CARRINGTON,4240.32115609428
OVERLAND,NDK-WHEAT-2012-CARRINGTON,4156.710578292147
ROBIDOUX,NDK-WHEAT-2012-CARRINGTON,3469.8855299439097
ALICE,SDK-WHEAT-2015-MCLAUGHLIN,3779.266487286986
EXPEDITION,SDK-WHEAT-2015-MCLAUGHLIN,3628.0096901560623
IDEAL,SDK-WHEAT-2015-MCLAUGHLIN,4240.32115609428
NE10589,SDK-WHEAT-2015-MCLAUGHLIN,3907.834847137083
OVERLAND,SDK-WHEAT-2015-MCLAUGHLIN,4156.710578292147
IDEAL,NDK-WHEAT-2012-HETTINGER,4240.32115609428
OVERLAND,NDK-WHEAT-2012-HETTINGER,4156.710578292147
ROBIDOUX,NDK-WHEAT-2012-HETTINGER,3469.8855299439097
ALICE,NDK-WHEAT-2007-MANDAN,3779.266487286986
EXPEDITION,NDK-WHEAT-2007-MANDAN,3628.0096901560623
GOODSTREAK,NDK-WHEAT-2007-MANDAN,3253.3310085052453
JAGALENE,NDK-WHEAT-2007-MANDAN,3507.642684617566
IDEAL,NDK-WHEAT-2015-LANGDON,4240.32115609428
OVERLAND,NDK-WHEAT-2015-LANGDON,4156.710578292147
ALICE,NDK-WHEAT-2007-HETTINGER,3779.266487286986
EXPEDITION,NDK-WHEAT-2007-HETTINGER,3628.0096901560623
GOODSTREAK,NDK-WHEAT-2007-HETTINGER,3253.3310085052453
JAGALENE,NDK-WHEAT-2007-HETTINGER,3507.642684617566
ALICE,SDK-WHEAT-2014-STURGIS,3779.266487286986
ARAPAHOE,SDK-WHEAT-2014-STURGIS,3262.2759306996727
EXPEDITION,SDK-WHEAT-2014-STURGIS,3628.0096901560623
IDEAL,SDK-WHEAT-2014-STURGIS,4240.32115609428
JAGALENE,SDK-WHEAT-2014-STURGIS,3507.642684617566
OVERLAND,SDK-WHEAT-2014-STURGIS,4156.710578292147
ROBIDOUX,SDK-WHEAT-2014-STURGIS,3469.8855299439097
OVERLAND,UMN-WHEAT-2018-LECENTER,4156.710578292147
WARHORSE,UMN-WHEAT-2018-LECENTER,4174.564410778766
ALICE,SDK-WHEAT-2008-BROOKINGS,3779.266487286986
