germplasmName,study_db_id,value,studyName
LINKERT,10155,6698.1,23Steph_AY1-3_PY3-4_Yield
MN-TORGY,10155,7350.425,23Steph_AY1-3_PY3-4_Yield
MN22393,10155,7807.725,23Steph_AY1-3_PY3-4_Yield
MN21444-3,10155,6402.2,23Steph_AY1-3_PY3-4_Yield
MN22271,10155,6772.075,23Steph_AY1-3_PY3-4_Yield
MN22262,10155,8049.825,23Steph_AY1-3_PY3-4_Yield
MN22258,10155,7659.775,23Steph_AY1-3_PY3-4_Yield
MN22054,10155,6718.275,23Steph_AY1-3_PY3-4_Yield
MN22016,10155,6429.1,23Steph_AY1-3_PY3-4_Yield
MN22357,10155,6859.5,23Steph_AY1-3_PY3-4_Yield
MN21053-1,10155,6402.2,23Steph_AY1-3_PY3-4_Yield
MN21315-1,10155,6274.425,23Steph_AY1-3_PY3-4_Yield
MN22241,10155,7222.65,23Steph_AY1-3_PY3-4_Yield
MN22433,10155,6187,23Steph_AY1-3_PY3-4_Yield
MN22080,10155,6476.175,23Steph_AY1-3_PY3-4_Yield
MN-TORGY,10155,6610.675,23Steph_AY1-3_PY3-4_Yield
MN21292-2,10155,6798.975,23Steph_AY1-3_PY3-4_Yield
MN21090-4,10155,7807.725,23Steph_AY1-3_PY3-4_Yield
MN22342,10155,7189.025,23Steph_AY1-3_PY3-4_Yield
MN22419,10155,7162.125,23Steph_AY1-3_PY3-4_Yield
MN22221,10155,6758.625,23Steph_AY1-3_PY3-4_Yield
MN22006,10155,6886.4,23Steph_AY1-3_PY3-4_Yield
MN22401,10155,5850.75,23Steph_AY1-3_PY3-4_Yield
SHELLY,10155,7444.575,23Steph_AY1-3_PY3-4_Yield
MN22200,10155,7202.475,23Steph_AY1-3_PY3-4_Yield
LINKERT,10155,6052.5,23Steph_AY1-3_PY3-4_Yield
MN21413-3,10155,7289.9,23Steph_AY1-3_PY3-4_Yield
MN22288,10155,7296.625,23Steph_AY1-3_PY3-4_Yield
MN-ROTHSAY,10154,0,23Ros_AY1-3Yield
MN22018,10154,0,23Ros_AY1-3Yield
MN22216,10154,0,23Ros_AY1-3Yield
MN22285,10154,0,23Ros_AY1-3Yield
MN21065-2,10154,0,23Ros_AY1-3Yield
MN22206,10154,0,23Ros_AY1-3Yield
SHELLY,10154,0,23Ros_AY1-3Yield
MN21114-1,10154,0,23Ros_AY1-3Yield
MN22286,10154,0,23Ros_AY1-3Yield
MN22464,10154,0,23Ros_AY1-3Yield
MN22418,10154,0,23Ros_AY1-3Yield
MN21337-1,10154,0,23Ros_AY1-3Yield
MN21482-1,10154,0,23Ros_AY1-3Yield
MN22157,10154,0,23Ros_AY1-3Yield
MN22080,10154,0,23Ros_AY1-3Yield
MN22263,10154,0,23Ros_AY1-3Yield
MN22357,10154,0,23Ros_AY1-3Yield
MN22344,10154,0,23Ros_AY1-3Yield
MN22194,10154,0,23Ros_AY1-3Yield
MN22213,10154,0,23Ros_AY1-3Yield
MN22429,10154,0,23Ros_AY1-3Yield
MN-TORGY,10154,0,23Ros_AY1-3Yield
MN21444-3,10154,0,23Ros_AY1-3Yield
MN21405-3,10154,0,23Ros_AY1-3Yield
MN22378,10154,0,23Ros_AY1-3Yield
MN22207,10154,0,23Ros_AY1-3Yield
MN21292-2,10154,0,23Ros_AY1-3Yield
MN21354-3,10154,0,23Ros_AY1-3Yield
MN22099,10154,0,23Ros_AY1-3Yield
MN21090-4,10154,0,23Ros_AY1-3Yield
MN22058,10154,0,23Ros_AY1-3Yield
MN-ROTHSAY,10154,0,23Ros_AY1-3Yield
MN22131,10154,0,23Ros_AY1-3Yield
MN-TORGY,10154,0,23Ros_AY1-3Yield
MN22301,10154,0,23Ros_AY1-3Yield
MN21332-3,10154,0,23Ros_AY1-3Yield
LINKERT,10154,0,23Ros_AY1-3Yield
MN22303,10154,0,23Ros_AY1-3Yield
MN22061,10154,0,23Ros_AY1-3Yield
MN22345,10154,0,23Ros_AY1-3Yield
MN21089-4,10154,0,23Ros_AY1-3Yield
MN21275-4,10154,0,23Ros_AY1-3Yield
MN22085,10154,0,23Ros_AY1-3Yield
MN22313,10154,0,23Ros_AY1-3Yield
MN22405,10154,0,23Ros_AY1-3Yield
MN22195,10154,0,23Ros_AY1-3Yield
MN22309,10154,0,23Ros_AY1-3Yield
MN22070,10154,0,23Ros_AY1-3Yield
MN21287-2,10154,0,23Ros_AY1-3Yield
MN22146,10154,0,23Ros_AY1-3Yield
MN22225,10154,0,23Ros_AY1-3Yield
MN22369,10154,0,23Ros_AY1-3Yield
MN21034-3,10154,0,23Ros_AY1-3Yield
MN22457,10154,0,23Ros_AY1-3Yield
MN-ROTHSAY,10154,0,23Ros_AY1-3Yield
MN22160,10154,0,23Ros_AY1-3Yield
MN22229,10154,0,23Ros_AY1-3Yield
MN22196,10154,0,23Ros_AY1-3Yield
MN22276,10154,0,23Ros_AY1-3Yield
LINKERT,10154,0,23Ros_AY1-3Yield
MN21172-3,10154,0,23Ros_AY1-3Yield
MN22419,10154,0,23Ros_AY1-3Yield
SHELLY,10154,0,23Ros_AY1-3Yield
MN22261,10154,0,23Ros_AY1-3Yield
MN22123,10154,0,23Ros_AY1-3Yield
MN22350,10154,0,23Ros_AY1-3Yield
MN22349,10154,0,23Ros_AY1-3Yield
MN22249,10154,0,23Ros_AY1-3Yield
MN22259,10154,0,23Ros_AY1-3Yield
MN21315-1,10154,0,23Ros_AY1-3Yield
MN22253,10154,0,23Ros_AY1-3Yield
MN22326,10154,0,23Ros_AY1-3Yield
MN21269-2,10154,0,23Ros_AY1-3Yield
MN22219,10154,0,23Ros_AY1-3Yield
MN21290-2,10154,0,23Ros_AY1-3Yield
MN22200,10154,0,23Ros_AY1-3Yield
MN22384,10154,0,23Ros_AY1-3Yield
MN22393,10154,0,23Ros_AY1-3Yield
MN22128,10154,0,23Ros_AY1-3Yield
MN22046,10154,0,23Ros_AY1-3Yield
MN21168-1,10154,0,23Ros_AY1-3Yield
MN21370-2,10154,0,23Ros_AY1-3Yield
MN22275,10154,0,23Ros_AY1-3Yield
MN22106,10154,0,23Ros_AY1-3Yield
MN22126,10154,0,23Ros_AY1-3Yield
MN-TORGY,10154,0,23Ros_AY1-3Yield
MN22376,10154,0,23Ros_AY1-3Yield
MN22103,10154,0,23Ros_AY1-3Yield
MN22140,10154,0,23Ros_AY1-3Yield
MN22183,10154,0,23Ros_AY1-3Yield
MN22218,10154,0,23Ros_AY1-3Yield
MN22228,10154,0,23Ros_AY1-3Yield
MN22193,10154,0,23Ros_AY1-3Yield
MN22086,10154,0,23Ros_AY1-3Yield
MN22022,10154,0,23Ros_AY1-3Yield
MN21413-3,10154,0,23Ros_AY1-3Yield
SHELLY,10154,0,23Ros_AY1-3Yield
MN-ROTHSAY,10154,0,23Ros_AY1-3Yield
MN22118,10154,0,23Ros_AY1-3Yield
MN21073-3,10154,0,23Ros_AY1-3Yield
MN22329,10154,0,23Ros_AY1-3Yield
MN22358,10154,0,23Ros_AY1-3Yield
MN22222,10154,0,23Ros_AY1-3Yield
MN22319,10154,0,23Ros_AY1-3Yield
MN21135-2,10154,0,23Ros_AY1-3Yield
MN22113,10154,0,23Ros_AY1-3Yield
MN22406,10154,0,23Ros_AY1-3Yield
MN22360,10154,0,23Ros_AY1-3Yield
MN22006,10154,0,23Ros_AY1-3Yield
MN22182,10154,0,23Ros_AY1-3Yield
MN-TORGY,10154,0,23Ros_AY1-3Yield
MN22186,10154,0,23Ros_AY1-3Yield
MN22136,10154,0,23Ros_AY1-3Yield
MN22167,10154,0,23Ros_AY1-3Yield
MN22322,10154,0,23Ros_AY1-3Yield
MN22374,10154,0,23Ros_AY1-3Yield
MN22141,10154,0,23Ros_AY1-3Yield
LINKERT,10154,0,23Ros_AY1-3Yield
MN21053-1,10154,0,23Ros_AY1-3Yield
MN22199,10154,0,23Ros_AY1-3Yield
SHELLY,10154,0,23Ros_AY1-3Yield
MN22155,10154,0,23Ros_AY1-3Yield
MN22367,10154,0,23Ros_AY1-3Yield
MN22452,10154,0,23Ros_AY1-3Yield
MN22089,10154,0,23Ros_AY1-3Yield
MN21045-1,10154,0,23Ros_AY1-3Yield
MN22169,10154,0,23Ros_AY1-3Yield
MN22273,10154,0,23Ros_AY1-3Yield
MN22125,10154,0,23Ros_AY1-3Yield
MN22009,10154,0,23Ros_AY1-3Yield
MN22400,10154,0,23Ros_AY1-3Yield
MN22130,10154,0,23Ros_AY1-3Yield
MN22356,10154,0,23Ros_AY1-3Yield
MN22427,10154,0,23Ros_AY1-3Yield
MN-TORGY,10154,0,23Ros_AY1-3Yield
MN22212,10154,0,23Ros_AY1-3Yield
MN22092,10154,0,23Ros_AY1-3Yield
MN21005-4,10154,0,23Ros_AY1-3Yield
MN21263-3,10154,0,23Ros_AY1-3Yield
MN22455,10154,0,23Ros_AY1-3Yield
MN22408,10154,0,23Ros_AY1-3Yield
LINKERT,10154,0,23Ros_AY1-3Yield
MN22269,10154,0,23Ros_AY1-3Yield
MN22433,10154,0,23Ros_AY1-3Yield
MN22064,10154,0,23Ros_AY1-3Yield
MN22288,10154,0,23Ros_AY1-3Yield
MN21406-1,10154,0,23Ros_AY1-3Yield
MN22248,10154,0,23Ros_AY1-3Yield
MN-ROTHSAY,10154,0,23Ros_AY1-3Yield
MN22097,10154,0,23Ros_AY1-3Yield
MN21357-5,10154,0,23Ros_AY1-3Yield
MN22306,10154,0,23Ros_AY1-3Yield
MN22101,10154,0,23Ros_AY1-3Yield
MN21150-3,10154,0,23Ros_AY1-3Yield
MN22385,10154,0,23Ros_AY1-3Yield
LINKERT,10154,0,23Ros_AY1-3Yield
MN21272-2,10154,0,23Ros_AY1-3Yield
MN22258,10154,0,23Ros_AY1-3Yield
MN22071,10154,0,23Ros_AY1-3Yield
MN22016,10154,0,23Ros_AY1-3Yield
MN22262,10154,0,23Ros_AY1-3Yield
MN-ROTHSAY,10154,0,23Ros_AY1-3Yield
MN22271,10154,0,23Ros_AY1-3Yield
MN22428,10154,0,23Ros_AY1-3Yield
MN22375,10154,0,23Ros_AY1-3Yield
MN22297,10154,0,23Ros_AY1-3Yield
MN22314,10154,0,23Ros_AY1-3Yield
MN22341,10154,0,23Ros_AY1-3Yield
MN22063,10154,0,23Ros_AY1-3Yield
MN22201,10154,0,23Ros_AY1-3Yield
MN22399,10154,0,23Ros_AY1-3Yield
MN22335,10154,0,23Ros_AY1-3Yield
MN22395,10154,0,23Ros_AY1-3Yield
MN-TORGY,10154,0,23Ros_AY1-3Yield
MN21087-1,10154,0,23Ros_AY1-3Yield
SHELLY,10154,0,23Ros_AY1-3Yield
MN22355,10154,0,23Ros_AY1-3Yield
MN-TORGY,10154,0,23Ros_AY1-3Yield
MN22054,10154,0,23Ros_AY1-3Yield
MN22227,10154,0,23Ros_AY1-3Yield
MN22278,10154,0,23Ros_AY1-3Yield
MN21143-4,10154,0,23Ros_AY1-3Yield
MN22065,10154,0,23Ros_AY1-3Yield
MN22401,10154,0,23Ros_AY1-3Yield
MN22342,10154,0,23Ros_AY1-3Yield
MN22093W,10154,0,23Ros_AY1-3Yield
MN22416,10154,0,23Ros_AY1-3Yield
MN22241,10154,0,23Ros_AY1-3Yield
MN22154,10154,0,23Ros_AY1-3Yield
MN21385-1,10154,0,23Ros_AY1-3Yield
MN22221,10154,0,23Ros_AY1-3Yield
MN21144-1,10154,0,23Ros_AY1-3Yield
MN-ROTHSAY,10154,0,23Ros_AY1-3Yield
MN21316-3,10154,0,23Ros_AY1-3Yield
MN22151,10154,0,23Ros_AY1-3Yield
MN22120,10154,0,23Ros_AY1-3Yield
MN22302,10154,0,23Ros_AY1-3Yield
MN22365,10154,0,23Ros_AY1-3Yield
MN22025,10154,0,23Ros_AY1-3Yield
MN22373,10154,0,23Ros_AY1-3Yield
MN-Torgy,10744,4220.5,AY3-8_YIELD_STR-MN_2022
MN21504,10744,3827.1,AY3-8_YIELD_STR-MN_2022
MN21290,10744,6527.5,AY3-8_YIELD_STR-MN_2022
MN21468,10744,6473.8,AY3-8_YIELD_STR-MN_2022
MN21175,10744,5830.0,AY3-8_YIELD_STR-MN_2022
MN21005,10744,6187.7,AY3-8_YIELD_STR-MN_2022
MN-Torgy,10744,5937.3,AY3-8_YIELD_STR-MN_2022
MN21287,10744,5508.1,AY3-8_YIELD_STR-MN_2022
MN21264,10744,4971.6,AY3-8_YIELD_STR-MN_2022
MN21485,10744,3970.1,AY3-8_YIELD_STR-MN_2022
MN21080,10744,3862.8,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,4470.9,AY3-8_YIELD_STR-MN_2022
MN-Torgy,10744,3397.9,AY3-8_YIELD_STR-MN_2022
MN21477,10744,3684.0,AY3-8_YIELD_STR-MN_2022
MN21474,10744,4238.4,AY3-8_YIELD_STR-MN_2022
MN21413,10744,5096.8,AY3-8_YIELD_STR-MN_2022
MN21399,10744,3362.1,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,6724.2,AY3-8_YIELD_STR-MN_2022
MN21286,10744,4774.9,AY3-8_YIELD_STR-MN_2022
MN21115,10744,2754.1,AY3-8_YIELD_STR-MN_2022
MN21298,10744,6008.9,AY3-8_YIELD_STR-MN_2022
MN21226,10744,5436.6,AY3-8_YIELD_STR-MN_2022
MN21278,10744,3523.0,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,6151.9,AY3-8_YIELD_STR-MN_2022
MN21493,10744,5043.1,AY3-8_YIELD_STR-MN_2022
MN21295,10744,6008.9,AY3-8_YIELD_STR-MN_2022
MN21071,10744,4935.8,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,5794.3,AY3-8_YIELD_STR-MN_2022
MN21405,10744,5114.7,AY3-8_YIELD_STR-MN_2022
MN21041,10744,4470.9,AY3-8_YIELD_STR-MN_2022
MN21129,10744,3684.0,AY3-8_YIELD_STR-MN_2022
MN21060,10744,4685.5,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,5508.1,AY3-8_YIELD_STR-MN_2022
MN21473,10744,4470.9,AY3-8_YIELD_STR-MN_2022
MN21227,10744,4685.5,AY3-8_YIELD_STR-MN_2022
MN21438,10744,4220.5,AY3-8_YIELD_STR-MN_2022
MN21302,10744,4184.7,AY3-8_YIELD_STR-MN_2022
MN21009,10744,4381.5,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,5812.1,AY3-8_YIELD_STR-MN_2022
MN21128,10744,6062.5,AY3-8_YIELD_STR-MN_2022
MN21065,10744,6384.4,AY3-8_YIELD_STR-MN_2022
MN21464,10744,6223.5,AY3-8_YIELD_STR-MN_2022
MN21260,10744,6008.9,AY3-8_YIELD_STR-MN_2022
UMN09,10744,6223.5,AY3-8_YIELD_STR-MN_2022
MN21195,10744,5579.6,AY3-8_YIELD_STR-MN_2022
MN21407,10744,6616.9,AY3-8_YIELD_STR-MN_2022
MN21082,10744,6295.0,AY3-8_YIELD_STR-MN_2022
MN21034,10744,8083.3,AY3-8_YIELD_STR-MN_2022
MN21243,10744,6402.3,AY3-8_YIELD_STR-MN_2022
MN-Torgy,10744,6509.6,AY3-8_YIELD_STR-MN_2022
MN21266,10744,5418.7,AY3-8_YIELD_STR-MN_2022
MN21439,10744,5991.0,AY3-8_YIELD_STR-MN_2022
MN21358,10744,4667.6,AY3-8_YIELD_STR-MN_2022
MN21016,10744,4256.3,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,4810.7,AY3-8_YIELD_STR-MN_2022
MN21210,10744,5257.7,AY3-8_YIELD_STR-MN_2022
MN21162,10744,3111.7,AY3-8_YIELD_STR-MN_2022
MN21267,10744,4363.6,AY3-8_YIELD_STR-MN_2022
MN21272,10744,6008.9,AY3-8_YIELD_STR-MN_2022
MN21114,10744,5329.3,AY3-8_YIELD_STR-MN_2022
UMN09,10744,4864.3,AY3-8_YIELD_STR-MN_2022
MN21406,10744,4453.0,AY3-8_YIELD_STR-MN_2022
MN21013,10744,3576.7,AY3-8_YIELD_STR-MN_2022
MN21127,10744,5311.4,AY3-8_YIELD_STR-MN_2022
MN21293,10744,5937.3,AY3-8_YIELD_STR-MN_2022
UMN09,10744,4971.6,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,5937.3,AY3-8_YIELD_STR-MN_2022
MN21341,10744,5740.6,AY3-8_YIELD_STR-MN_2022
MN21046,10744,4470.9,AY3-8_YIELD_STR-MN_2022
MN21163,10744,5150.4,AY3-8_YIELD_STR-MN_2022
MN21019,10744,6473.8,AY3-8_YIELD_STR-MN_2022
MN21487,10744,4041.7,AY3-8_YIELD_STR-MN_2022
MN21357,10744,6259.2,AY3-8_YIELD_STR-MN_2022
MN21415,10744,6080.4,AY3-8_YIELD_STR-MN_2022
MN-Torgy,10744,5293.5,AY3-8_YIELD_STR-MN_2022
MN21176,10744,4524.5,AY3-8_YIELD_STR-MN_2022
MN21214,10744,5114.7,AY3-8_YIELD_STR-MN_2022
MN21418,10744,4810.7,AY3-8_YIELD_STR-MN_2022
MN21274,10744,5293.5,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,6223.5,AY3-8_YIELD_STR-MN_2022
MN21036,10744,4399.3,AY3-8_YIELD_STR-MN_2022
MN21053,10744,4828.5,AY3-8_YIELD_STR-MN_2022
MN21161,10744,4095.3,AY3-8_YIELD_STR-MN_2022
MN21150,10744,4435.1,AY3-8_YIELD_STR-MN_2022
MN21476,10744,4739.1,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,6366.5,AY3-8_YIELD_STR-MN_2022
MN21472,10744,6616.9,AY3-8_YIELD_STR-MN_2022
MN21448,10744,4649.7,AY3-8_YIELD_STR-MN_2022
MN21135,10744,6026.7,AY3-8_YIELD_STR-MN_2022
MN21169,10744,5365.0,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,6581.1,AY3-8_YIELD_STR-MN_2022
MN21386,10744,3827.1,AY3-8_YIELD_STR-MN_2022
MN21389,10744,2163.9,AY3-8_YIELD_STR-MN_2022
MN21401,10744,5150.4,AY3-8_YIELD_STR-MN_2022
MN21052,10744,4220.5,AY3-8_YIELD_STR-MN_2022
MN21475,10744,4149.0,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,5561.8,AY3-8_YIELD_STR-MN_2022
MN21478,10744,5150.4,AY3-8_YIELD_STR-MN_2022
MN21307,10744,4774.9,AY3-8_YIELD_STR-MN_2022
MN21197,10744,5007.4,AY3-8_YIELD_STR-MN_2022
MN21144,10744,5061.0,AY3-8_YIELD_STR-MN_2022
UMN09,10744,5204.1,AY3-8_YIELD_STR-MN_2022
MN21045,10744,6938.8,AY3-8_YIELD_STR-MN_2022
MN21332,10744,5329.3,AY3-8_YIELD_STR-MN_2022
MN21484,10744,5132.6,AY3-8_YIELD_STR-MN_2022
MN21063,10744,4542.4,AY3-8_YIELD_STR-MN_2022
MN21054,10744,5293.5,AY3-8_YIELD_STR-MN_2022
UMN09,10744,4506.6,AY3-8_YIELD_STR-MN_2022
MN21067,10744,4184.7,AY3-8_YIELD_STR-MN_2022
MN21311,10744,4435.1,AY3-8_YIELD_STR-MN_2022
MN21328,10744,4792.8,AY3-8_YIELD_STR-MN_2022
MN21024,10744,4971.6,AY3-8_YIELD_STR-MN_2022
UMN09,10744,5508.1,AY3-8_YIELD_STR-MN_2022
MN21090,10744,7010.3,AY3-8_YIELD_STR-MN_2022
MN21061,10744,6080.4,AY3-8_YIELD_STR-MN_2022
MN-Torgy,10744,5508.1,AY3-8_YIELD_STR-MN_2022
MN21081,10744,5651.2,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,6241.3,AY3-8_YIELD_STR-MN_2022
MN21194W,10744,5329.3,AY3-8_YIELD_STR-MN_2022
MN21273,10744,5722.7,AY3-8_YIELD_STR-MN_2022
MN21058,10744,5472.3,AY3-8_YIELD_STR-MN_2022
MN21076,10744,5508.1,AY3-8_YIELD_STR-MN_2022
SHELLY,10744,6187.7,AY3-8_YIELD_STR-MN_2022
MN21001,10744,4828.5,AY3-8_YIELD_STR-MN_2022
MN21148,10744,4685.5,AY3-8_YIELD_STR-MN_2022
MN21466,10744,5222.0,AY3-8_YIELD_STR-MN_2022
MN21402,10744,4578.2,AY3-8_YIELD_STR-MN_2022
MN21164,10744,4810.7,AY3-8_YIELD_STR-MN_2022
UMN09,10744,5472.3,AY3-8_YIELD_STR-MN_2022
MN21491,10744,4971.6,AY3-8_YIELD_STR-MN_2022
MN21270,10744,6259.2,AY3-8_YIELD_STR-MN_2022
MN21337,10744,5597.5,AY3-8_YIELD_STR-MN_2022
MN21291,10744,5150.4,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,5490.2,AY3-8_YIELD_STR-MN_2022
MN21422,10744,5222.0,AY3-8_YIELD_STR-MN_2022
MN21346,10744,6724.2,AY3-8_YIELD_STR-MN_2022
MN21087,10744,5204.1,AY3-8_YIELD_STR-MN_2022
MN21059,10744,4685.5,AY3-8_YIELD_STR-MN_2022
MN21002,10744,5794.3,AY3-8_YIELD_STR-MN_2022
MN21147,10744,5043.1,AY3-8_YIELD_STR-MN_2022
MN21306,10744,5400.8,AY3-8_YIELD_STR-MN_2022
UMN09,10744,5472.3,AY3-8_YIELD_STR-MN_2022
MN21359,10744,4327.8,AY3-8_YIELD_STR-MN_2022
MN21470,10744,4721.2,AY3-8_YIELD_STR-MN_2022
MN21271,10744,5490.2,AY3-8_YIELD_STR-MN_2022
MN21047,10744,3433.6,AY3-8_YIELD_STR-MN_2022
MN-Torgy,10744,5883.7,AY3-8_YIELD_STR-MN_2022
MN21101,10744,3845.0,AY3-8_YIELD_STR-MN_2022
MN21489,10744,4524.5,AY3-8_YIELD_STR-MN_2022
MN21304,10744,5365.0,AY3-8_YIELD_STR-MN_2022
MN21354,10744,6295.0,AY3-8_YIELD_STR-MN_2022
MN21069,10744,4935.8,AY3-8_YIELD_STR-MN_2022
MN-ROTHSAY,10744,5651.2,AY3-8_YIELD_STR-MN_2022
MN21010,10744,5436.6,AY3-8_YIELD_STR-MN_2022
MN21030,10744,5365.0,AY3-8_YIELD_STR-MN_2022
MN21482,10744,6116.2,AY3-8_YIELD_STR-MN_2022
MN-Torgy,10744,5830.0,AY3-8_YIELD_STR-MN_2022
MN21299,10744,5329.3,AY3-8_YIELD_STR-MN_2022
MN21087-1,10153,3369.225,23StP_C-9
MN22151,10153,3772.725,23StP_C-9
MN22344,10153,1990.6,23StP_C-9
MN22140,10153,3490.275,23StP_C-9
MN22097,10153,3732.375,23StP_C-9
SHELLY,10153,3981.2,23StP_C-9
MN22249,10153,3053.15,23StP_C-9
MN22225,10153,3423.025,23StP_C-9
MN22288,10153,3335.6,23StP_C-9
SHELLY,10153,3490.275,23StP_C-9
MN21143-4,10153,3019.525,23StP_C-9
MN22065,10153,3053.15,23StP_C-9
MN22269,10153,2515.15,23StP_C-9
MN-TORGY,10153,1748.5,23StP_C-9
MN21005-4,10153,3073.325,23StP_C-9
MN22399,10153,2286.5,23StP_C-9
MN21150-3,10153,0.0,23StP_C-9
MN22106,10153,3335.6,23StP_C-9
MN-TORGY,10153,2306.675,23StP_C-9
MN22123,10153,3510.45,23StP_C-9
MN22199,10153,4727.675,23StP_C-9
MN22319,10153,2844.675,23StP_C-9
MN21413-3,10153,3994.65,23StP_C-9
MN22393,10153,2582.4,23StP_C-9
MN21406-1,10153,3698.75,23StP_C-9
MN22259,10153,2757.25,23StP_C-9
MN-ROTHSAY,10153,3160.75,23StP_C-9
MN22113,10153,3819.8,23StP_C-9
MN22278,10153,3436.475,23StP_C-9
MN22070,10153,2703.45,23StP_C-9
MN22326,10153,3685.3,23StP_C-9
MN22025,10153,0.0,23StP_C-9
MN22222,10153,2199.075,23StP_C-9
MN22433,10153,2461.35,23StP_C-9
MN22118,10153,2864.85,23StP_C-9
LINKERT,10153,1923.35,23StP_C-9
MN22018,10153,1708.15,23StP_C-9
MN22126,10153,2441.175,23StP_C-9
MN22064,10153,2757.25,23StP_C-9
MN22302,10153,3039.7,23StP_C-9
MN22405,10153,3981.2,23StP_C-9
MN22357,10153,3564.25,23StP_C-9
MN22375,10153,2844.675,23StP_C-9
MN22086,10153,3369.225,23StP_C-9
MN-TORGY,10153,2286.5,23StP_C-9
MN22258,10153,3564.25,23StP_C-9
MN22046,10153,3315.425,23StP_C-9
MN22452,10153,3544.075,23StP_C-9
MN22157,10153,3402.85,23StP_C-9
SHELLY,10153,3315.425,23StP_C-9
MN21354-3,10153,4209.85,23StP_C-9
MN22429,10153,3893.775,23StP_C-9
MN22128,10153,2790.875,23StP_C-9
MN21287-2,10153,3631.5,23StP_C-9
MN22416,10153,3631.5,23StP_C-9
MN-ROTHSAY,10153,3053.15,23StP_C-9
MN22271,10153,3597.875,23StP_C-9
MN22213,10153,2266.325,23StP_C-9
MN22206,10153,1640.9,23StP_C-9
MN22427,10153,2178.9,23StP_C-9
MN22218,10153,2232.7,23StP_C-9
MN22155,10153,2602.575,23StP_C-9
MN22262,10153,2757.25,23StP_C-9
MN22378,10153,3349.05,23StP_C-9
MN22369,10153,3053.15,23StP_C-9
MN-TORGY,10153,2669.825,23StP_C-9
MN21385-1,10153,4122.425,23StP_C-9
MN21272-2,10153,2864.85,23StP_C-9
MN21405-3,10153,3819.8,23StP_C-9
MN22120,10153,3349.05,23StP_C-9
MN22341,10153,3806.35,23StP_C-9
MN22350,10153,3389.4,23StP_C-9
MN22193,10153,3248.175,23StP_C-9
MN21172-3,10153,4035.0,23StP_C-9
MN22373,10153,3019.525,23StP_C-9
MN22169,10153,3261.625,23StP_C-9
MN-ROTHSAY,10153,2286.5,23StP_C-9
MN22335,10153,3228.0,23StP_C-9
MN22457,10153,3281.8,23StP_C-9
MN22408,10153,3510.45,23StP_C-9
LINKERT,10153,2091.475,23StP_C-9
MN22071,10153,3490.275,23StP_C-9
MN22006,10153,1956.975,23StP_C-9
MN22101,10153,2394.1,23StP_C-9
MN22313,10153,2178.9,23StP_C-9
MN22263,10153,2703.45,23StP_C-9
MN-TORGY,10153,1661.075,23StP_C-9
MN22384,10153,3402.85,23StP_C-9
MN21073-3,10153,3423.025,23StP_C-9
MN21065-2,10153,3349.05,23StP_C-9
MN21114-1,10153,3349.05,23StP_C-9
MN22141,10153,2932.1,23StP_C-9
MN22297,10153,3228.0,23StP_C-9
MN22016,10153,3389.4,23StP_C-9
MN21292-2,10153,3961.025,23StP_C-9
MN22241,10153,2811.05,23StP_C-9
MN22285,10153,3490.275,23StP_C-9
MN22061,10153,4014.825,23StP_C-9
MN22227,10153,3456.65,23StP_C-9
MN22349,10153,3073.325,23StP_C-9
MN21089-4,10153,3402.85,23StP_C-9
MN22009,10153,3597.875,23StP_C-9
MN22286,10153,2616.025,23StP_C-9
MN21444-3,10153,3510.45,23StP_C-9
MN22419,10153,2669.825,23StP_C-9
MN22395,10153,2461.35,23StP_C-9
MN22356,10153,2407.55,23StP_C-9
MN-ROTHSAY,10153,1519.85,23StP_C-9
MN22345,10153,1761.95,23StP_C-9
MN22253,10153,2145.275,23StP_C-9
MN22093W,10153,2219.25,23StP_C-9
MN-ROTHSAY,10153,1795.575,23StP_C-9
MN22322,10153,2340.3,23StP_C-9
MN-ROTHSAY,10153,3039.7,23StP_C-9
MN22367,10153,3732.375,23StP_C-9
MN22216,10153,2878.3,23StP_C-9
MN22365,10153,3086.775,23StP_C-9
MN22183,10153,3140.575,23StP_C-9
MN22200,10153,3577.7,23StP_C-9
MN21034-3,10153,4505.75,23StP_C-9
SHELLY,10153,3523.9,23StP_C-9
MN22355,10153,3732.375,23StP_C-9
MN21315-1,10153,3214.55,23StP_C-9
MN21357-5,10153,3423.025,23StP_C-9
MN22136,10153,2777.425,23StP_C-9
MN22303,10153,2790.875,23StP_C-9
MN22160,10153,3806.35,23StP_C-9
